TubeID,Date,Month,MonthNo,Season,Time,Monkey,Birthday,Age,AgeD,AgeY,Sex,Rank,Group,GroupSize,MCPDensity,KDE50Density,KDE95Density,Matriline,Kin,FemaleKin,KDE50,KDE95,MCP_HR,MCP_DRY,MCP_RAINY,MCP_RAINY1,MCP_RAINY2,NDVI_RAINY2,NDVI_RAINY1,NDVI_RAINY,NDVI_DRY,NDVI,MINT_2,MINT_1,MINT,AVET_2,AVET_1,AVET,MAXT_2,MAXT_1,MAXT,RAIN_2,RAIN_1,RAIN,TreeArea,BuildArea,RangeArea,AnalysisEnd,Observer,TotalMl,FecesWeight,Diversity,M1_Fila,M2_Stegg,M3_Hdimi,M4_Prosth,M5_Subu,M6_Spiru,M7_Eim,M8_StAM,M9_StLVR,M10_StLVF,TotalP,PPG,FilaPA,SteggPA,HdimiPA,ProsthPA,SubuPA,SpiruPA,EimPA,StamPA,StlvrPA,StlvFPA,FilaPFG,SteggPFG,HdimiPFG,StamPFG,StlvrPFG,StlvrPFG
PA-478,22-Feb-21,Feb,7,DRY,7:09,Ducky,11/14/12,AF,3864,10.58630137,Female,8,RM,33,21.03212945,45.78525881,21.21717125,Sara,4,5,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.920383193,0,0.079615533,6/14/23,MCH,8,3.34,3,130,389,0,0,0,0,0,0,0,1,520,156,1,1,0,0,0,0,0,0,0,1,39,116,0,0,0,0
PA-715,12-Aug-21,2-Aug,13,RAINY,7:10,Ducky,11/14/12,AF,3997,10.95068493,Female,8,RM,33,21.03212945,45.78525881,21.21717125,Sara,4,5,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.920383193,0,0.079615533,10/25/23,MCH,6.75,1.52,2,274,49,0,0,0,0,0,0,0,0,323,213,1,1,0,0,0,0,0,0,0,0,180,32,0,0,0,0
PA-030,12-Aug-20,Aug,1,RAINY,9:35,Dudley,1/1/08,AM,5277,14.45753425,Male,2,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,6/13/22,JC,3.5,1.48,4,92,3,0,0,0,0,0,25,0,58,178,120,1,1,0,0,0,0,0,1,0,1,62,2,0,17,0,39
PA-286,11-Dec-20,Dec,5,DRY,11:40,Dudley,1/1/08,AM,5694,15.6,Male,2,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.968751267,0,0.030949515,8/4/23,MCH,8,4.31,3,216,20,109,0,0,0,0,0,0,0,345,80,1,1,1,0,0,0,0,0,0,0,50,5,25,0,0,0
PA-604,14-Apr-21,Apr,9,DRY,8:20,Dudley,1/1/08,AM,5693,15.59726027,Male,2,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.968751267,0,0.030949515,8/3/23,MCH,7,2.17,6,410,9,14,0,0,0,0,37,95,2,567,261,1,1,1,0,0,0,0,1,1,1,189,4,6,17,44,1
PA-765,30-Aug-21,2-Aug,13,RAINY,8:40,Dudley,1/1/08,AM,5421,14.85205479,Male,2,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,11/4/22,JKH,8,3.1,5,308,6,0,0,0,0,0,39,29,29,411,133,1,1,0,0,0,0,0,1,1,1,99,2,0,13,9,9
PA-001,10-Aug-20,Aug,1,RAINY,7:24,Ed,5/14/00,AF,7850,21.50684932,Female,4,RM,33,21.03212945,45.78525881,21.21717125,Pumb,8,4,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,11/10/21,JC,3.5,0.89,1,230,0,0,0,0,0,0,0,0,0,230,258,1,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0
PA-349,11-Jan-21,Jan,6,DRY,12:05,Ed,5/14/00,AF,8641,23.6739726,Female,4,RM,33,21.03212945,45.78525881,21.21717125,Pumb,8,4,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.920383193,0,0.079615533,1/10/24,MCH,6.5,1.86,1,15,0,0,0,0,0,0,0,0,0,15,8,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
PA-140,7-Oct-20,Oct,3,RAINY,6:47,ElvisCrespo,1/1/09,AM,4982,13.64931507,Male,1,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.968751267,0,0.030949515,8/23/22,JC,7,3.7,3,603,10,0,0,0,0,0,0,0,152,765,207,1,1,0,0,0,0,0,0,0,1,163,3,0,0,0,41
PA-474,18-Feb-21,Feb,7,DRY,9:10,ElvisCrespo,1/1/09,AM,5366,14.70136986,Male,1,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.968751267,0,0.030949515,9/11/23,MCH,8.4,4.16,4,440,8,0,0,0,0,0,1,0,1,450,108,1,1,0,0,0,0,0,1,0,1,106,2,0,0,0,0
PA-692,10-Aug-21,2-Aug,13,RAINY,9:00,ElvisCrespo,1/1/09,AM,4933,13.51506849,Male,1,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,7/5/22,JKH,7,1.63,2,1033,4,0,0,0,0,0,0,0,0,1037,636,1,1,0,0,0,0,0,0,0,0,634,2,0,0,0,0
PA-059,24-Aug-20,Aug,1,RAINY,7:46,Espresso,3/15/13,SAM,3401,9.317808219,Male,4,BC,11,6.239286861,14.38237505,6.65000538,Blan,0,0,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.991626877,0.008079309,0,7/7/22,JKH/JC,3.5,2.03,5,699,69,0,0,4,0,1,0,0,5,778,383,1,1,0,0,1,0,1,0,0,1,344,34,0,0,0,2
PA-538,18-Mar-21,Mar,8,DRY,7:35,Espresso,3/15/13,SAM,3682,10.08767123,Male,4,BC,11,6.239286861,14.38237505,6.65000538,Blan,0,0,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.991626877,0.008079309,0,4/14/23,MCH,7,2.08,3,191,8,0,0,0,1,0,0,0,0,200,96,1,1,0,0,0,1,0,0,0,0,92,4,0,0,0,0
PA-724,18-Aug-21,2-Aug,13,RAINY,7:50,Espresso,3/15/13,SAM,3535,9.684931507,Male,4,BC,11,6.239286861,14.38237505,6.65000538,Blan,0,0,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.991626877,0.008079309,0,11/18/22,JKH,6,2.55,2,81,36,0,0,0,0,0,0,0,0,117,46,1,1,0,0,0,0,0,0,0,0,32,14,0,0,0,0
PA-081,14-Sep-20,Sep,2,RAINY,10:00,Fantasia,7/23/08,AF,4958,13.58356164,Female,7,RM,33,21.03212945,45.78525881,21.21717125,Sara,4,5,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.920383193,0,0.079615533,2/18/22,HH,7,1.79,1,75,0,0,0,0,0,0,0,0,0,75,42,1,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
PA-435,8-Feb-21,Feb,7,DRY,11:34,Fantasia,7/23/08,AF,5552,15.2109589,Female,7,RM,33,21.03212945,45.78525881,21.21717125,Sara,4,5,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.920383193,0,0.079615533,10/5/23,MCH,8,2.94,4,573,6,0,0,0,3,0,0,4,0,586,199,1,1,0,0,0,1,0,0,1,0,195,2,0,0,1,0
PA-008,10-Aug-20,Aug,1,RAINY,10:08,Fidget,8/25/14,LJM,2840,7.780821918,Male,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,6/4/22,HH/JC,3,0.51,2,101,0,0,0,0,0,0,0,0,2,103,202,1,0,0,0,0,0,0,0,0,1,198,0,0,0,0,4
PA-271,8-Dec-20,Dec,5,DRY,11:00,Fidget,8/25/14,LJM,3308,9.063013699,Male,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.920383193,0,0.079615533,9/15/23,MCH,7.5,4.67,2,62,116,0,0,0,0,0,0,0,0,178,38,1,1,0,0,0,0,0,0,0,0,13,25,0,0,0,0
PA-522,10-Mar-21,Mar,8,DRY,10:40,Fidget,8/25/14,LJM,3321,9.098630137,Male,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.920383193,0,0.079615533,9/28/23,MCH,7,2.9,2,5,4,0,0,0,0,0,0,0,0,9,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
PA-009,10-Aug-20,Aug,1,RAINY,10:19,Figaro,2/18/09,AM,4858,13.30958904,Male,4,RM,33,21.03212945,45.78525881,21.21717125,Timo,0,0,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,6/8/22,JC,3.5,2.23,1,82,0,0,0,0,0,0,0,0,0,82,37,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
PA-226,24-Nov-20,Nov,4,RAINY,10:47,Figaro,2/18/09,AM,5095,13.95890411,Male,4,RM,33,21.03212945,45.78525881,21.21717125,Timo,0,0,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.79,23.71,22.93,26.07,25.55,24.57,28.35,27.38,26.2,327.9,441.6,681.5,0.920383193,0,0.079615533,1/31/23,MCH,7,2.31,2,125,31,0,0,0,0,0,0,0,0,156,68,1,1,0,0,0,0,0,0,0,0,54,13,0,0,0,0
PA-489,22-Feb-21,Feb,7,DRY,11:30,Figaro,2/18/09,AM,5439,14.90136986,Male,4,RM,33,21.03212945,45.78525881,21.21717125,Timo,0,0,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.920383193,0,0.079615533,1/10/24,MCH,8,2.16,4,24,3,0,0,0,0,0,21,0,39,87,40,1,1,0,0,0,0,0,1,0,1,11,1,0,10,0,18
PA-020,11-Aug-20,Aug,1,RAINY,10:41,Firenze,5/3/17,LJM,1844,5.052054795,Male,,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.991626877,0.008079309,0,5/21/22,JC,3,0.7,4,17,0,0,0,0,0,0,34,3,131,185,264,1,0,0,0,0,0,0,1,1,1,24,0,0,49,4,187
PA-212,16-Nov-20,Nov,4,RAINY,10:47,Firenze,5/3/17,LJM,2322,6.361643836,Male,,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.79,23.71,22.93,26.07,25.55,24.57,28.35,27.38,26.2,327.9,441.6,681.5,0.991626877,0.008079309,0,9/11/23,MCH,7.4,3.25,2,6,33,0,0,0,0,0,0,0,0,39,12,1,1,0,0,0,0,0,0,0,0,2,10,0,0,0,0
PA-398,26-Jan-21,Jan,6,DRY,7:32,Firenze,5/3/17,LJM,2171,5.947945205,Male,,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.991626877,0.008079309,0,4/13/23,MCH,8.4,2.72,3,16,6,0,0,0,1,0,0,0,0,23,8,1,1,0,0,0,1,0,0,0,0,6,2,0,0,0,0
PA-150,14-Oct-20,Oct,3,RAINY,8:08,Fresa,8/27/14,AF,2802,7.676712329,Female,4,LV,30,12.81671162,35.0544688,15.39024269,Blan,19,11,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.976790217,0.007748984,0.01576071,4/29/22,HH,6,1.01,4,127,2,0,0,0,0,0,13,0,27,169,167,1,1,0,0,0,0,0,1,0,1,126,2,0,13,0,27
PA-535,17-Mar-21,Mar,8,DRY,11:42,Fresa,8/27/14,AF,3423,9.378082192,Female,4,LV,30,12.81671162,35.0544688,15.39024269,Blan,19,11,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.976790217,0.007748984,0.01576071,1/10/24,MCH,7,2.19,2,103,9,0,0,0,0,0,0,0,0,112,51,1,1,0,0,0,0,0,0,0,0,47,4,0,0,0,0
PA-763,30-Aug-21,2-Aug,13,RAINY,8:30,Gabrielle,4/25/13,AF,3556,9.742465753,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Fleu,3,2,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,1/19/23,JKH,7.5,2.36,6,134,1,0,0,0,1,0,105,10,183,434,184,1,1,0,0,0,1,0,1,1,1,57,0,0,44,4,78
PA-011,10-Aug-20,Aug,1,RAINY,11:15,HenWen,8/31/16,LJF,2072,5.676712329,Female,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,5/4/22,JC,3.5,2.15,3,630,10,0,0,0,0,0,0,1,0,641,298,1,1,0,0,0,0,0,0,1,0,293,5,0,0,0,0
PA-163,15-Oct-20,Oct,3,RAINY,8:48,HenWen,8/31/16,LJF,2123,5.816438356,Female,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.920383193,0,0.079615533,6/24/22,JC/HH,6.5,4.63,2,181,69,0,0,0,0,0,0,0,0,250,54,1,1,0,0,0,0,0,0,0,0,39,15,0,0,0,0
PA-513,10-Mar-21,Mar,8,DRY,8:19,HenWen,8/31/16,LJF,2466,6.756164384,Female,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.920383193,0,0.079615533,6/2/23,MCH,7,2.92,2,70,11,0,0,0,0,0,0,0,0,81,28,1,1,0,0,0,0,0,0,0,0,24,4,0,0,0,0
PA-026,12-Aug-20,Aug,1,RAINY,7:33,Hippogriff,6/27/11,AF,3935,10.78082192,Female,6,GN,23,16.07948579,34.67887363,16.64771481,Fleu,3,2,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,4/5/22,JC,4.5,1.7,4,13,0,0,0,0,0,0,38,55,30,136,80,1,0,0,0,0,0,0,1,1,1,8,0,0,22,32,18
PA-276,11-Dec-20,Dec,5,DRY,8:08,Hippogriff,6/27/11,AF,4447,12.18356164,Female,6,GN,23,16.07948579,34.67887363,16.64771481,Fleu,3,2,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.968751267,0,0.030949515,8/30/23,MCH,6.5,1.35,4,3547,160,0,0,4,0,0,0,1,0,3712,2750,1,1,0,0,1,0,0,0,1,0,2627,119,0,0,1,0
PA-687,10-Aug-21,2-Aug,13,RAINY,7:16,Hippogriff,6/27/11,AF,3970,10.87671233,Female,6,GN,23,16.07948579,34.67887363,16.64771481,Fleu,3,2,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,5/10/22,JKH,6.8,1.7,3,494,0,0,0,0,0,0,0,2,2,498,293,1,0,0,0,0,0,0,0,1,1,291,0,0,0,1,1
PA-112,22-Sep-20,Sep,2,RAINY,9:10,Honeydukes,5/20/14,LJF,2905,7.95890411,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.968751267,0,0.030949515,5/3/22,JC/JKH,7,3.9,4,95,16,0,0,0,0,0,1,0,19,131,34,1,1,0,0,0,0,0,1,0,1,24,4,0,0,0,5
PA-327,7-Jan-21,Jan,6,DRY,11:16,Honeydukes,5/20/14,AF,3516,9.632876712,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.968751267,0,0.030949515,1/4/24,MCH,7.5,1.77,5,7,1,0,0,0,0,0,27,30,30,95,54,1,1,0,0,0,0,0,1,1,1,4,1,0,15,17,17
PA-694,10-Aug-21,2-Aug,13,RAINY,9:49,Honeydukes,5/20/14,AF,3076,8.42739726,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,10/21/22,JKH,7,1.85,3,32,3,0,0,0,0,0,0,0,1,36,19,1,1,0,0,0,0,0,0,0,1,17,2,0,0,0,1
PA-050,19-Aug-20,Aug,1,RAINY,9:15,Hufflepuff,5/22/09,AM,4777,13.08767123,Male,1,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.976790217,0.007748984,0.01576071,6/20/22,JC,2.5,0.86,3,88,0,0,0,0,0,0,33,0,83,204,237,1,0,0,0,0,0,0,1,0,1,102,0,0,38,0,97
PA-566,7-Apr-21,Apr,9,DRY,9:30,Hufflepuff,5/22/09,AM,5235,14.34246575,Male,1,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.976790217,0.007748984,0.01576071,9/21/23,MCH,7.75,3.13,2,77,33,0,0,0,0,0,0,0,0,110,35,1,1,0,0,0,0,0,0,0,0,25,11,0,0,0,0
PA-493,1-Mar-21,Mar,8,DRY,9:30,HungarianHorntail,5/19/12,AF,4247,11.63561644,Female,2,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.991626877,0.008079309,0,1/4/24,MCH,6.5,1.31,2,58,7,0,0,0,0,0,0,0,0,65,50,1,1,0,0,0,0,0,0,0,0,44,5,0,0,0,0
PA-726,18-Aug-21,2-Aug,13,RAINY,9:23,HungarianHorntail,5/19/12,AF,3835,10.50684932,Female,2,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.991626877,0.008079309,0,11/18/22,JKH,7,1.85,3,53,4,0,0,0,0,0,0,1,0,58,31,1,1,0,0,0,0,0,0,1,0,29,2,0,0,1,0
PA-294,15-Dec-20,Dec,5,DRY,8:18,Kenai,1/1/09,AM,5390,14.76712329,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.889842666,0.009383832,0.100944747,10/5/23,MCH,7.25,2.44,2,45,8,0,0,0,0,0,0,0,0,53,22,1,1,0,0,0,0,0,0,0,0,18,3,0,0,0,0
PA-527,16-Mar-21,Mar,8,DRY,9:33,Kenai,1/1/09,AM,5376,14.72876712,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.889842666,0.009383832,0.100944747,9/21/23,MCH,7.5,3.06,3,447,17,3434,0,0,0,0,0,0,0,3898,1274,1,1,1,0,0,0,0,0,0,0,146,6,1122,0,0,0
PA-669,19-Jul-21,Jul,12,RAINY,8:14,Kenai,1/1/09,AM,4914,13.4630137,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.51,23.89,23.94,27.84,26.93,26.5,31.1,29.97,29.05,128.4,153.4,89.8,0.889842666,0.009383832,0.100944747,6/16/22,JKH,7,2.08,2,278,12,0,0,0,0,0,0,0,0,290,139,1,1,0,0,0,0,0,0,0,0,134,6,0,0,0,0
PA-704,11-Aug-21,2-Aug,13,RAINY,9:10,Kenai,1/1/09,AM,5048,13.83013699,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,10/28/22,JKH,6,2.04,2,65,61,0,0,0,0,0,0,0,0,126,62,1,1,0,0,0,0,0,0,0,0,32,30,0,0,0,0
PA-752,26-Aug-21,2-Aug,13,RAINY,10:40,Kenai,1/1/09,AM,5145,14.09589041,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,2/2/23,JKH,6.9,2.28,2,1554,30,0,0,0,0,0,0,0,0,1584,695,1,1,0,0,0,0,0,0,0,0,682,13,0,0,0,0
